5.158109,3
5.393135,3
5.708194,0
6.093179,1
6.288939,2
6.674781,3
6.790718,0
7.188319,1
8.000087,3
8.381175,3
8.712536,0
9.375119,1
9.855553,2
9.988087,0
10.18689,3
10.9996,1
11.74598,3
12.45892,0
12.6748,3
12.85668,1
13.20385,2
13.99923,0
14.79425,3
15.59122,1
15.78989,2
16.00519,1
16.20429,2
16.99919,3
17.42992,0
17.76224,1
18.42479,3
18.85517,2
19.02084,0
20.14765,3
20.85974,0
21.67151,2
21.82061,1
22.03648,2
22.26841,1
23.10031,3
23.49696,0
23.86154,2
24.1265,1
24.47608,3
25.02278,0
26.15112,1
26.90834,2
27.70857,3
28.12347,0
29.21614,2
29.90564,3
30.65083,1
30.99863,0
31.84957,2
31.86614,1
32.61211,3
33.35714,0
34.07025,2
34.81637,1
35.61161,3
36.35666,0
37.16821,2
37.86454,1
38.68283,1
38.68283,2
39.86374,3
40.2282,0
40.41056,2
40.7916,1
41.17263,3
41.57078,0
41.75258,2
41.90184,1
42.56475,2
42.71333,1
42.91213,2
43.32686,0
43.49196,3
43.87354,0
44.25403,3
44.61885,1
44.7676,2
44.96689,1
45.57936,3
45.72898,0
45.94392,2
46.30913,3
46.45823,1
46.9221,0
47.28724,3
47.62365,1
47.8569,2
48.18782,2
48.85048,3
49.01615,3
49.56335,3
49.91445,0
50.2623,1
50.69284,2
50.85831,1
51.62092,3
51.75291,0
51.96841,2
52.36616,1
52.59819,0
52.97913,1
53.36077,2
53.72466,0
53.90686,0
54.48669,3
54.6358,1
54.83517,2
55.04996,3
55.44758,0
55.67949,2
56.02739,1
56.425,3
56.7731,2
56.95565,3
57.15662,2
57.78993,0
57.97236,1
58.50221,2
58.83421,3
59.19839,2
59.57943,1
59.86106,0
60.02673,3
60.34191,2
60.95446,1
61.12013,2
61.31893,2
61.68425,0
62.06443,1
62.44981,2
62.86476,0
63.03437,0
63.39891,0
64.01225,1
64.16091,3
64.52559,0
64.89011,2
65.23869,1
65.64614,3
66.35845,1
66.37862,2
67.20699,3
67.589,0
67.93722,2
68.30083,1
68.68187,3
69.0635,2
69.42737,0
69.8429,3
70.489,2
70.65486,1
70.82722,2
71.01914,1
71.38351,3
71.73154,0
72.09902,3
72.46723,0
72.88982,3
73.50334,2
73.66879,1
73.83463,2
74.01659,1
74.39742,3
74.58385,0
75.29639,3
76.22424,0
77.06923,2
77.81435,3
78.22867,0
78.58223,2
78.99924,1
79.41358,3
79.59586,0
79.94427,2
80.27651,1
80.65782,3
81.03942,2
81.22144,3
81.60711,0
82.13751,1
82.78334,2
82.80021,1
90.26237,0
90.28282,3
